Date;Hour;R1;R2;R3;R4;R5;R6
17/10/2020;19:30:00;131326;15883;20552;17308;6158;15570
17/10/2020;20:00:00;132859;15674;18947;15787;5134;15259
17/10/2020;20:30:00;132004;15051;18204;15457;5153;14393
17/10/2020;21:00:00;135372;16804;18820;14826;6139;14176
17/10/2020;21:30:00;129839;14691;16190;11902;5135;12150
17/10/2020;22:00:00;124001;14032;14168;10138;4498;10612
17/10/2020;22:30:00;123149;14160;13945;9390;4587;9543
17/10/2020;23:00:00;119963;12969;13919;9171;4281;10031
17/10/2020;23:30:00;119750;12808;13521;9832;4026;9862
18/10/2020;00:00:00;119266;12370;13641;10151;3702;10442
18/10/2020;00:30:00;119727;12972;13242;9715;2895;10153
18/10/2020;01:00:00;114390;11978;12109;8878;1888;10906
18/10/2020;01:30:00;113039;11363;11820;8727;2018;11070
18/10/2020;02:00:00;109283;11040;10682;8215;2426;10501
18/10/2020;02:30:00;106309;13288;12022;8394;2863;6627
18/10/2020;03:00:00;101822;14308;11430;7439;2716;6629
18/10/2020;03:30:00;103173;13729;11385;7435;2768;5680
18/10/2020;04:00:00;100835;13579;12136;8294;2376;4122
18/10/2020;04:30:00;99094;14160;12061;7916;2373;3751
18/10/2020;05:00:00;96086;14297;11629;8765;2505;3997
18/10/2020;05:30:00;93383;14770;11919;8063;2465;3742
18/10/2020;06:00:00;93507;11832;8925;9157;2985;4225
18/10/2020;06:30:00;97837;11594;11553;9218;2765;7787
18/10/2020;07:00:00;97184;10101;11335;9287;2266;8727
18/10/2020;07:30:00;98437;10031;11463;9939;2207;7540
18/10/2020;08:00:00;98164;10457;11308;9224;2252;7783
18/10/2020;08:30:00;101947;10461;11301;9389;2508;7747
18/10/2020;09:00:00;107141;11629;12816;10691;2935;9098
18/10/2020;09:30:00;111423;12611;14690;11183;3153;9561
18/10/2020;10:00:00;116628;14573;16001;12145;4039;10601
18/10/2020;10:30:00;121271;14545;16515;12137;5033;11992
18/10/2020;11:00:00;123119;14887;16902;12789;3857;15035
18/10/2020;11:30:00;126594;16526;17508;13381;4637;12664
18/10/2020;12:00:00;126896;16144;19590;14859;4925;15250
18/10/2020;12:30:00;129079;15699;19568;15717;4489;15968
18/10/2020;13:00:00;133609;17243;20032;14816;5350;13018
18/10/2020;13:30:00;131906;17096;19198;13703;4678;12981
18/10/2020;14:00:00;127462;16197;18699;14190;4732;12424
18/10/2020;14:30:00;125563;14671;19884;12595;4583;15542
18/10/2020;15:00:00;123581;14233;16439;11834;5343;15135
18/10/2020;15:30:00;123686;14042;16505;12005;5441;15724
18/10/2020;16:00:00;123276;13876;17149;12546;5675;16198
18/10/2020;16:30:00;119482;13903;16430;12732;5018;12242
18/10/2020;17:00:00;123525;15340;18295;13351;5392;12570
18/10/2020;17:30:00;124880;14720;19343;14315;5521;13906
18/10/2020;18:00:00;125627;13463;18150;13985;5082;14213
18/10/2020;18:30:00;127570;15238;20220;15743;6043;15454
18/10/2020;19:00:00;129599;15147;19821;15134;5693;15251
18/10/2020;19:30:00;133708;16852;20520;15756;5732;14663
18/10/2020;20:00:00;137280;15685;18909;14617;5179;13845
18/10/2020;20:30:00;144683;15384;18167;14398;5151;13460
18/10/2020;21:00:00;140765;16591;18763;13260;5408;13437
18/10/2020;21:30:00;133575;15710;17756;12258;5305;11887
18/10/2020;22:00:00;127189;14683;16304;10449;4665;11670
18/10/2020;22:30:00;123166;14386;15243;10128;4041;10210
18/10/2020;23:00:00;122910;14195;15265;10035;3613;10475
18/10/2020;23:30:00;121784;12996;15076;10502;3800;10512
19/10/2020;00:00:00;118122;12218;14282;10189;3838;10253
19/10/2020;00:30:00;118086;12091;13864;9599;3740;10813
19/10/2020;01:00:00;114443;11164;12116;8991;3085;10710
19/10/2020;01:30:00;114917;10699;11359;8631;1484;11358
19/10/2020;02:00:00;113041;9831;10784;7685;2028;10463
19/10/2020;02:30:00;109130;8149;12358;7934;3136;8863
19/10/2020;03:00:00;103581;8824;13196;7525;2918;3823
19/10/2020;03:30:00;99514;7925;12992;8412;2648;3885
19/10/2020;04:00:00;95505;8100;13183;9086;2538;3551
19/10/2020;04:30:00;93823;7870;12381;7905;2533;3495
19/10/2020;05:00:00;95207;8041;11444;8355;2876;4254
19/10/2020;05:30:00;96479;8609;13127;8232;2910;3732
19/10/2020;06:00:00;96446;7150;12338;8869;3285;4206
19/10/2020;06:30:00;105067;9915;13216;9630;3141;8343
19/10/2020;07:00:00;106058;10203;12053;10219;2889;8620
19/10/2020;07:30:00;110366;11455;14143;11507;3581;9990
19/10/2020;08:00:00;118744;10846;14636;11881;3702;11511
19/10/2020;08:30:00;127348;11397;14750;13044;3850;12646
19/10/2020;09:00:00;128097;12575;16011;14241;4557;15141
19/10/2020;09:30:00;132131;15182;17700;13896;5193;14689
19/10/2020;10:00:00;133865;15473;17838;13170;5354;14306
19/10/2020;10:30:00;134345;16643;18291;12580;5413;14165
19/10/2020;11:00:00;133155;16349;18551;14115;5311;15030
19/10/2020;11:30:00;140702;15916;18430;13526;4955;15454
19/10/2020;12:00:00;139731;15487;18158;13583;5426;16151
19/10/2020;12:30:00;137625;16556;18623;14167;5548;16500
19/10/2020;13:00:00;137850;16529;20227;15499;5486;17749
19/10/2020;13:30:00;130546;16905;19808;15306;5173;10900
19/10/2020;14:00:00;138334;17842;20297;16193;5230;17423
19/10/2020;14:30:00;132085;17588;20030;15309;6043;16961
19/10/2020;15:00:00;128257;15749;17413;13252;6419;16238
19/10/2020;15:30:00;127617;15591;18388;13226;6120;15162
19/10/2020;16:00:00;130704;14993;19368;14713;5458;16688
19/10/2020;16:30:00;133552;15446;19849;14852;5436;17062
19/10/2020;17:00:00;135522;14987;20008;16188;5299;16244
19/10/2020;17:30:00;136892;16280;20467;17286;6305;18008
19/10/2020;18:00:00;133075;15156;21287;17117;5991;17705
19/10/2020;18:30:00;141049;17402;24372;19806;7085;20098
19/10/2020;19:00:00;138116;18841;23027;18614;7360;19761
19/10/2020;19:30:00;136544;18208;22694;19182;6071;19153
19/10/2020;20:00:00;137890;16711;20051;16228;5416;17186
19/10/2020;20:30:00;132589;15506;18868;14277;5560;15303
19/10/2020;21:00:00;134748;15695;18546;14577;6193;14366
19/10/2020;21:30:00;125938;14843;16872;12007;4786;11542
19/10/2020;22:00:00;123767;14783;15395;10290;5103;10670
19/10/2020;22:30:00;122844;14599;15283;10276;4635;10125
19/10/2020;23:00:00;120977;14364;14940;10366;4889;10234
19/10/2020;23:30:00;118044;12677;14213;10608;3933;10904
20/10/2020;00:00:00;120437;14115;14131;9818;4587;10090
20/10/2020;00:30:00;118101;12827;13646;9142;4101;9881
20/10/2020;01:00:00;110289;12164;13417;8815;2937;7622
20/10/2020;01:30:00;107639;8202;13103;9085;3262;9222
20/10/2020;02:00:00;105914;7503;12517;8877;1933;6985
20/10/2020;02:30:00;104190;6804;11932;8670;3114;6352
20/10/2020;03:00:00;98737;7051;11517;8277;2544;4197
20/10/2020;03:30:00;94699;8231;12360;8788;2617;4133
20/10/2020;04:00:00;90546;8907;12523;8142;3099;4336
20/10/2020;04:30:00;91779;8302;12860;8826;2912;4830
20/10/2020;05:00:00;91060;8200;12437;8639;2862;4687
20/10/2020;05:30:00;88472;7978;11736;7747;3000;4135
20/10/2020;06:00:00;92080;8767;12459;8180;2153;4835
20/10/2020;06:30:00;105778;10635;13358;10414;2113;9224
20/10/2020;07:00:00;108717;10315;12421;10569;1907;9932
20/10/2020;07:30:00;113462;10775;12600;10294;2971;10781
20/10/2020;08:00:00;118324;11108;14155;12005;2627;12051
20/10/2020;08:30:00;126296;12813;16321;13518;4680;15321
20/10/2020;09:00:00;132807;14889;19857;16882;4732;18239
20/10/2020;09:30:00;132635;16012;19157;15732;4813;16384
20/10/2020;10:00:00;131688;14915;17763;13746;4668;15944
20/10/2020;10:30:00;129796;14860;17989;12853;4436;15395
20/10/2020;11:00:00;129076;15980;18773;13811;5049;15870
20/10/2020;11:30:00;127697;16657;18874;13999;4724;15720
20/10/2020;12:00:00;127725;16217;18296;13524;4928;15727
20/10/2020;12:30:00;133124;16607;20122;15983;5110;18231
20/10/2020;13:00:00;128739;16875;19977;15350;5926;17069
20/10/2020;13:30:00;131561;16902;20837;16244;4738;15892
20/10/2020;14:00:00;129104;16355;19561;15723;4947;16129
20/10/2020;14:30:00;128165;15893;20163;15694;5051;16494
20/10/2020;15:00:00;130317;15983;20232;15914;4775;17021
20/10/2020;15:30:00;132469;16074;20302;16134;4499;17548
20/10/2020;16:00:00;134621;16165;20371;16354;4223;18075
20/10/2020;16:30:00;124701;16256;20441;16575;3948;18602
20/10/2020;17:00:00;131660;15828;19736;17243;4144;19261
20/10/2020;17:30:00;131218;15417;19561;16555;3856;18350
20/10/2020;18:00:00;138055;15808;21617;18379;4243;20270
20/10/2020;18:30:00;136082;16561;22782;19179;4165;19848
20/10/2020;19:00:00;141226;18091;21670;18923;4784;20335
20/10/2020;19:30:00;136577;17662;21712;18631;5170;18792
20/10/2020;20:00:00;133941;16582;18835;15475;3620;15331
20/10/2020;20:30:00;135121;15716;17416;14130;3787;13928
20/10/2020;21:00:00;131200;15876;17437;13957;3882;14315
20/10/2020;21:30:00;127252;15530;16930;11846;4421;12384
20/10/2020;22:00:00;121612;13816;15221;10329;3578;9505
20/10/2020;22:30:00;120282;14086;15200;10635;3670;9863
20/10/2020;23:00:00;120481;13835;13951;10098;3487;9816
20/10/2020;23:30:00;116906;14224;14755;10263;3172;9567
21/10/2020;00:00:00;119356;13594;14722;10293;2772;9809
21/10/2020;00:30:00;116299;11659;13140;9023;3036;8699
21/10/2020;01:00:00;111943;13103;14244;8024;3104;8890
21/10/2020;01:30:00;107891;13000;13372;7789;1960;9010
21/10/2020;02:00:00;103782;12199;12155;8027;1796;8896
21/10/2020;02:30:00;102417;11152;9703;7401;551;8565
21/10/2020;03:00:00;100780;10377;8398;7947;571;10754
21/10/2020;03:30:00;98796;8774;6708;8502;469;11556
21/10/2020;04:00:00;93155;9199;6170;7845;432;10212
21/10/2020;04:30:00;93097;10626;8158;8426;1970;4768
21/10/2020;05:00:00;93387;11102;8975;9564;1808;5021
21/10/2020;05:30:00;93205;11102;8936;9498;2102;4496
21/10/2020;06:00:00;93967;11606;8954;9581;2082;5253
21/10/2020;06:30:00;103948;11196;12583;10370;1776;8733
21/10/2020;07:00:00;106827;9857;13169;10143;1506;9252
21/10/2020;07:30:00;109506;11224;13077;10989;2002;11077
21/10/2020;08:00:00;121778;11045;15052;12555;2209;12453
21/10/2020;08:30:00;127675;13076;17014;13895;3226;14716
21/10/2020;09:00:00;133606;15272;18245;14129;4077;16337
21/10/2020;09:30:00;133230;15743;18356;14073;4496;15737
21/10/2020;10:00:00;134554;16005;18982;13710;4079;15941
21/10/2020;10:30:00;136025;16650;18409;13686;4435;14315
21/10/2020;11:00:00;137496;16100;17954;13855;4732;15888
21/10/2020;11:30:00;135327;15827;18546;13853;4572;15579
21/10/2020;12:00:00;129357;16668;19053;13310;4558;14379
21/10/2020;12:30:00;129263;15774;18620;12420;4374;14529
21/10/2020;13:00:00;127703;16882;20077;14892;4489;15198
21/10/2020;13:30:00;127873;16611;19589;14921;4878;15591
21/10/2020;14:00:00;129437;16995;19450;13536;4412;15053
21/10/2020;14:30:00;128404;16306;19824;14539;3983;16589
21/10/2020;15:00:00;125027;15616;17631;12864;4114;14545
21/10/2020;15:30:00;123563;15351;18193;12783;4706;13960
21/10/2020;16:00:00;126362;15932;18751;14178;4417;14358
21/10/2020;16:30:00;124954;15379;19091;15362;3548;15254
21/10/2020;17:00:00;124732;15092;19018;14876;4203;16241
21/10/2020;17:30:00;124530;15745;19907;15766;4684;16383
21/10/2020;18:00:00;126375;16785;22317;18397;4732;18895
21/10/2020;18:30:00;131024;17278;22775;20048;4104;20470
21/10/2020;19:00:00;134843;17809;23413;21030;4836;21386
21/10/2020;19:30:00;130764;16703;21072;18767;5019;20266
21/10/2020;20:00:00;130552;16183;20373;16633;4505;16496
21/10/2020;20:30:00;130923;15477;18992;15333;3995;15671
21/10/2020;21:00:00;130439;16678;18247;14333;4732;14563
21/10/2020;21:30:00;127089;15122;16176;11631;4795;11260
21/10/2020;22:00:00;119583;13882;15249;10543;4435;9315
21/10/2020;22:30:00;120939;13317;13906;9456;3984;9637
21/10/2020;23:00:00;119142;13014;14073;9677;3270;9454
21/10/2020;23:30:00;116232;13569;14064;9594;3367;9752
22/10/2020;00:00:00;115335;13133;12994;9117;3747;9098
22/10/2020;00:30:00;110542;12200;13152;9227;2855;9517
22/10/2020;01:00:00;109851;11841;11547;8368;2774;8942
22/10/2020;01:30:00;107060;12401;12936;8729;2829;8824
22/10/2020;02:00:00;104978;11628;11455;8023;2724;7501
22/10/2020;02:30:00;104304;13578;11646;7677;2879;6628
22/10/2020;03:00:00;99020;14966;12727;7786;4108;3448
22/10/2020;03:30:00;97956;14284;12317;7652;3885;3363
22/10/2020;04:00:00;96296;9550;13394;7626;3626;3271
22/10/2020;04:30:00;93002;7678;11472;6939;1525;3082
22/10/2020;05:00:00;90697;7957;11759;6835;1551;2990
22/10/2020;05:30:00;93086;7616;11422;7375;1373;3362
22/10/2020;06:00:00;94636;7568;11569;7538;1506;3263
22/10/2020;06:30:00;102606;9591;11391;8980;1213;8209
22/10/2020;07:00:00;104215;9496;10642;9631;1459;8934
22/10/2020;07:30:00;105371;9375;11287;10622;1421;10818
22/10/2020;08:00:00;114794;10995;12845;11624;1699;12833
22/10/2020;08:30:00;124372;12527;14803;13340;2478;14236
22/10/2020;09:00:00;127327;14046;18199;15455;3807;17287
22/10/2020;09:30:00;127940;15191;19113;15950;4231;17470
22/10/2020;10:00:00;127968;15578;18578;14685;4205;16065
22/10/2020;10:30:00;127997;15966;18043;13420;4179;14661
22/10/2020;11:00:00;130483;16182;17928;12920;4533;14891
22/10/2020;11:30:00;129838;16308;19390;13738;4437;16041
22/10/2020;12:00:00;128564;17278;19915;13766;4647;15384
22/10/2020;12:30:00;130945;16379;20017;14889;4344;17299
22/10/2020;13:00:00;132139;16765;20908;16378;4395;18018
22/10/2020;13:30:00;131715;17823;20103;15527;4129;16550
22/10/2020;14:00:00;130021;16848;20670;15990;4440;16825
22/10/2020;14:30:00;130849;16088;19168;15611;4971;17630
22/10/2020;15:00:00;128934;16014;18303;14407;4378;16037
22/10/2020;15:30:00;128608;16196;18749;14935;4905;17064
22/10/2020;16:00:00;126800;15604;18243;14232;4360;16659
22/10/2020;16:30:00;126148;15450;19072;14765;4122;16591
22/10/2020;17:00:00;129362;15857;19160;15067;4309;17115
22/10/2020;17:30:00;125106;17236;20786;16410;4693;17957
22/10/2020;18:00:00;131180;17204;21993;18465;4223;18481
22/10/2020;18:30:00;134546;18373;22957;18709;4679;19461
22/10/2020;19:00:00;131144;17760;22260;18143;5018;19144
22/10/2020;19:30:00;131462;16944;20826;16919;4657;18890
22/10/2020;20:00:00;133537;17643;21833;17867;5039;17385
22/10/2020;20:30:00;132418;16011;20444;16916;4343;15907
22/10/2020;21:00:00;132762;17183;19238;14951;4457;15618
22/10/2020;21:30:00;127382;15052;16130;11686;4168;11604
22/10/2020;22:00:00;120511;14432;14990;9824;4736;10137
22/10/2020;22:30:00;118243;14092;14938;9850;4141;10090
22/10/2020;23:00:00;117977;13496;15072;9811;3705;10856
22/10/2020;23:30:00;118232;13500;14126;9829;3311;10644
23/10/2020;00:00:00;115816;13243;13464;8751;3310;9659
23/10/2020;00:30:00;113400;12986;12802;7674;3310;8674
23/10/2020;01:00:00;110295;11888;12203;7266;3416;8467
23/10/2020;01:30:00;107967;10659;11672;8004;2808;9692
23/10/2020;02:00:00;105337;10601;10554;7943;1933;11418
23/10/2020;02:30:00;100960;11243;10786;7794;434;12631
23/10/2020;03:00:00;100037;11139;10565;7502;389;12232
23/10/2020;03:30:00;98178;11192;9981;7211;252;9909
23/10/2020;04:00:00;95280;11909;10913;7662;828;9931
23/10/2020;04:30:00;93806;14289;12474;7671;1852;4742
23/10/2020;05:00:00;92785;10514;12061;7488;1543;4917
23/10/2020;05:30:00;92692;10474;11966;7771;1618;5085
23/10/2020;06:00:00;97440;12922;11964;8693;1707;6936
23/10/2020;06:30:00;102189;11582;11962;9616;1796;8788
23/10/2020;07:00:00;101816;9770;12229;9643;1384;9241
23/10/2020;07:30:00;107238;10483;13063;10758;2131;10544
23/10/2020;08:00:00;112116;11167;13646;10200;2892;10631
23/10/2020;08:30:00;121204;12819;16881;13149;3445;13380
23/10/2020;09:00:00;123414;13455;17316;15056;4060;16580
23/10/2020;09:30:00;127593;14835;18199;14521;4976;16644
23/10/2020;10:00:00;125809;16012;19434;14657;4874;15543
23/10/2020;10:30:00;124310;16414;18720;13456;5156;14053
23/10/2020;11:00:00;123800;14607;17543;12754;4701;13734
23/10/2020;11:30:00;126032;14906;18362;14800;4541;15328
23/10/2020;12:00:00;124946;15954;19197;14877;4998;16160
23/10/2020;12:30:00;125941;16499;20862;15778;4570;17637
23/10/2020;13:00:00;125000;17370;20644;15627;5347;17021
23/10/2020;13:30:00;125395;17949;20824;15449;4853;16823
23/10/2020;14:00:00;125910;17980;19864;14683;4627;16921
23/10/2020;14:30:00;123490;15975;18311;13852;5086;15494
23/10/2020;15:00:00;122461;15614;18657;14340;4368;15498
23/10/2020;15:30:00;122724;16413;19917;15186;4644;16149
23/10/2020;16:00:00;124162;15973;19478;15199;4171;16011
23/10/2020;16:30:00;117972;15842;19839;16147;4522;17357
23/10/2020;17:00:00;121325;16336;20877;16633;5069;17766
23/10/2020;17:30:00;123951;18018;21869;17608;5375;17772
23/10/2020;18:00:00;123323;16371;21757;17355;5005;19860
23/10/2020;18:30:00;128281;16936;21621;18138;4622;19378
23/10/2020;19:00:00;128146;16708;21628;18605;4829;19699
23/10/2020;19:30:00;126227;16331;20240;17967;4517;18756
23/10/2020;20:00:00;126973;15827;19764;16607;3966;16750
23/10/2020;20:30:00;127834;16208;19744;15954;4721;16628
23/10/2020;21:00:00;125768;14594;18536;14793;5618;15942
23/10/2020;21:30:00;125024;14835;16788;12024;5661;12190
23/10/2020;22:00:00;120278;13698;14532;10000;5133;10472
23/10/2020;22:30:00;116788;12907;12696;9427;4372;10085
23/10/2020;23:00:00;119592;13458;13535;9452;4650;10417
23/10/2020;23:30:00;117244;12291;13058;9355;3935;9853
24/10/2020;00:00:00;117106;12924;13858;9340;3925;9744
24/10/2020;00:30:00;114219;12531;12366;8460;3251;9864
24/10/2020;01:00:00;110152;10475;10788;7533;2276;10067
24/10/2020;01:30:00;109942;10981;12483;6999;2126;9848
24/10/2020;02:00:00;105179;12114;12760;8127;1793;10029
24/10/2020;02:30:00;105131;12398;11886;7479;1443;9991
24/10/2020;03:00:00;99437;13256;12091;7563;1995;7413
24/10/2020;03:30:00;96890;13100;12033;8568;1837;3743
24/10/2020;04:00:00;87174;13460;11381;8198;1899;3779
24/10/2020;04:30:00;92593;13350;11804;9252;1795;3922
24/10/2020;05:00:00;91369;10821;7844;9423;2072;3943
24/10/2020;05:30:00;85007;10873;7769;9029;2261;4236
24/10/2020;06:00:00;93218;9895;7962;9352;2174;4491
24/10/2020;06:30:00;94192;10347;10788;9038;2128;8014
24/10/2020;07:00:00;94991;8919;9243;7466;1802;7308
24/10/2020;07:30:00;95824;9834;9954;7854;2337;7903
24/10/2020;08:00:00;97850;10416;11229;8743;2332;9482
24/10/2020;08:30:00;105503;10821;12439;9738;2565;9696
24/10/2020;09:00:00;110012;11476;12578;10776;3400;10399
24/10/2020;09:30:00;112261;11765;12904;10723;3524;10721
24/10/2020;10:00:00;114705;12002;14980;11966;3914;10677
24/10/2020;10:30:00;115697;13105;16062;13071;4478;12556
24/10/2020;11:00:00;118831;14225;17053;13480;4320;12434
24/10/2020;11:30:00;119426;14331;17475;14242;4687;14297
24/10/2020;12:00:00;120082;15524;17920;14272;5330;14377
24/10/2020;12:30:00;121749;14061;16996;14620;4301;13873
24/10/2020;13:00:00;125000;14956;17889;14742;4471;14347
24/10/2020;13:30:00;121997;14832;19552;15623;4920;15226
24/10/2020;14:00:00;119799;15408;18679;14027;5248;13932
24/10/2020;14:30:00;119909;16023;18140;13607;5806;13238
24/10/2020;15:00:00;119929;15074;17823;13675;4657;13874
24/10/2020;15:30:00;118288;15555;19125;14695;4797;14264
24/10/2020;16:00:00;114640;15070;17254;12812;5328;13684
24/10/2020;16:30:00;116462;15673;18363;14251;4918;14684
24/10/2020;17:00:00;120477;15021;18416;14612;4927;14675
24/10/2020;17:30:00;118835;19012;21723;17451;5900;16787
24/10/2020;18:00:00;119793;17733;21371;15034;5251;16897
24/10/2020;18:30:00;129934;15316;19180;15475;5674;18068
24/10/2020;19:00:00;127748;16214;19477;15343;5242;17293
24/10/2020;19:30:00;130825;16813;18911;14749;5170;17327
24/10/2020;20:00:00;129860;16467;22353;15131;5222;17162
24/10/2020;20:30:00;133102;15857;21823;15036;5113;17699
24/10/2020;21:00:00;132251;19133;21536;14981;5290;17598
24/10/2020;21:30:00;129157;15144;16988;11467;5876;12112
24/10/2020;22:00:00;122299;14123;15843;10430;4936;10365
24/10/2020;22:30:00;121326;13890;14533;10011;4661;10267
24/10/2020;23:00:00;118642;13036;14723;10042;4777;9135
24/10/2020;23:30:00;114394;12509;13785;9236;4262;8733
25/10/2020;00:00:00;111191;12632;14528;9608;4833;9243
25/10/2020;00:30:00;110463;11357;12502;8427;4007;9304
25/10/2020;01:00:00;108202;10347;10907;7697;1814;9756
25/10/2020;01:30:00;104970;12659;12639;7951;1588;9253
25/10/2020;02:00:00;102869;13180;11726;8488;1756;8860
25/10/2020;02:30:00;99108;13142;11090;7209;1398;7534
25/10/2020;03:00:00;102669;13217;10199;8127;1141;9925
25/10/2020;03:30:00;90391;4811;3264;7506;1045;3104
25/10/2020;04:00:00;97881;12371;7257;8184;2405;3347
25/10/2020;04:30:00;95232;11802;7265;7742;2870;3691
25/10/2020;05:00:00;92293;11181;7374;7918;2585;3228
25/10/2020;05:30:00;95701;11188;11572;8558;2175;7178
25/10/2020;06:00:00;92855;9276;10094;7663;2172;6255
25/10/2020;06:30:00;91506;9430;10381;7307;2180;6684
25/10/2020;07:00:00;95026;9598;10239;7668;2062;6491
25/10/2020;07:30:00;95959;9440;10812;8545;2730;6675
25/10/2020;08:00:00;98762;10611;11760;8748;2806;7372
25/10/2020;08:30:00;104443;10859;12049;9021;2855;7429
25/10/2020;09:00:00;107668;11764;12812;9839;3467;8812
25/10/2020;09:30:00;110810;13287;13955;9852;3813;9721
25/10/2020;10:00:00;113450;12757;14011;10462;3750;9392
25/10/2020;10:30:00;117475;14097;15143;12682;4127;13543
25/10/2020;11:00:00;118710;14374;17355;11714;4062;10950
25/10/2020;11:30:00;119656;14826;16832;13014;4458;12538
25/10/2020;12:00:00;125134;15205;17017;13639;4874;12520
25/10/2020;12:30:00;124328;15657;18312;13356;4827;12262
25/10/2020;13:00:00;121687;15566;17438;13236;4501;12452
25/10/2020;13:30:00;122752;14493;16593;13324;3917;15133
25/10/2020;14:00:00;120672;16104;18810;10810;3957;14884
25/10/2020;14:30:00;117860;15975;15810;11841;3985;11093
25/10/2020;15:00:00;118631;15350;17782;11042;4773;14543
25/10/2020;15:30:00;117375;13670;15909;12261;4218;11599
25/10/2020;16:00:00;117960;13077;15753;12428;4792;11491
25/10/2020;16:30:00;123095;13785;17582;13258;4954;12672
25/10/2020;17:00:00;122737;14004;16913;12857;4350;12539
25/10/2020;17:30:00;125530;14094;17767;13706;5104;16807
25/10/2020;18:00:00;125095;14601;21023;12881;5661;17916
25/10/2020;18:30:00;124738;14255;21185;17582;5099;18476
25/10/2020;19:00:00;127939;16945;20914;17451;4376;18388
25/10/2020;19:30:00;126618;16813;20100;13452;4951;17579
25/10/2020;20:00:00;133160;16467;16966;15853;5803;15933
25/10/2020;20:30:00;125588;15857;15490;11724;5154;11242
25/10/2020;21:00:00;130840;14579;16260;12957;4958;11747
25/10/2020;21:30:00;123283;15144;15682;11141;4781;10390
25/10/2020;22:00:00;121890;12810;13502;10034;4068;9979
25/10/2020;22:30:00;120455;13132;13444;9426;3899;9841
25/10/2020;23:00:00;118348;12881;13952;9657;3695;10438
25/10/2020;23:30:00;116104;12359;13544;9233;3374;10956
26/10/2020;00:00:00;113145;12107;11993;9218;4101;10295
26/10/2020;00:30:00;112919;10984;11682;7510;1981;9761
26/10/2020;01:00:00;112734;10453;12284;7916;1861;10585
26/10/2020;01:30:00;109375;8201;12859;7214;1912;10315
26/10/2020;02:00:00;105352;7432;13183;8309;1888;10086
26/10/2020;02:30:00;104370;7935;13297;8100;2152;8974
26/10/2020;03:00:00;103388;8439;13412;7891;2416;7862
26/10/2020;03:30:00;101504;8788;13745;7960;2756;3888
26/10/2020;04:00:00;97524;8413;12584;7439;1677;3628
26/10/2020;04:30:00;94916;8914;13703;8601;1668;3628
26/10/2020;05:00:00;94429;10028;14017;7807;2522;3822
26/10/2020;05:30:00;97107;10302;13445;9509;2636;8237
26/10/2020;06:00:00;97084;9249;10851;9263;2314;7780
26/10/2020;06:30:00;100179;9383;11185;8630;2268;7620
26/10/2020;07:00:00;105465;9703;12067;9942;2072;9217
26/10/2020;07:30:00;112170;10783;12553;10067;2838;10155
26/10/2020;08:00:00;120159;11195;13377;11481;2664;11533
26/10/2020;08:30:00;124394;12645;14842;12428;3955;14273
26/10/2020;09:00:00;125721;14756;17309;14200;4576;15077
26/10/2020;09:30:00;128307;15754;18126;14428;4473;16003
26/10/2020;10:00:00;127201;15146;16214;12311;4327;14959
26/10/2020;10:30:00;127719;15727;16511;12097;5505;13732
26/10/2020;11:00:00;126113;14980;17281;12118;4732;13234
26/10/2020;11:30:00;124390;15424;17601;13659;4952;13534
26/10/2020;12:00:00;129027;15977;17026;13597;5330;12892
26/10/2020;12:30:00;126569;14997;17873;12960;5215;15080
26/10/2020;13:00:00;127007;14413;16724;12513;4949;14110
26/10/2020;13:30:00;127202;14451;16559;12358;4818;14088
26/10/2020;14:00:00;128698;16058;17975;12697;5281;15032
26/10/2020;14:30:00;131332;16251;17209;12317;5204;14447
26/10/2020;15:00:00;125982;15228;16696;13163;4704;14465
26/10/2020;15:30:00;127445;14870;16068;12324;4556;14140
26/10/2020;16:00:00;128033;14510;16509;12737;4768;14155
26/10/2020;16:30:00;127507;14278;16893;12700;5088;14347
26/10/2020;17:00:00;128448;15680;17750;13253;5371;14434
26/10/2020;17:30:00;131248;15492;18645;14373;4679;16945
26/10/2020;18:00:00;132857;17360;20425;16655;5521;18211
26/10/2020;18:30:00;135401;18372;22396;18214;5640;19708
26/10/2020;19:00:00;137474;18237;22223;17627;5652;18703
26/10/2020;19:30:00;136828;17213;20900;16289;5374;16059
26/10/2020;20:00:00;134295;15894;19627;16142;5325;16069
26/10/2020;20:30:00;132389;15051;17866;13071;5104;13603
26/10/2020;21:00:00;129176;14970;15380;11561;4679;12388
26/10/2020;21:30:00;125244;14794;15486;11266;5297;12071
26/10/2020;22:00:00;121350;13329;13697;10049;4976;10446
26/10/2020;22:30:00;119118;13701;14006;9516;5095;10334
26/10/2020;23:00:00;118934;13187;13003;9552;5150;9419
26/10/2020;23:30:00;115155;12782;13164;9684;4358;9675
27/10/2020;00:00:00;111886;12583;13686;9589;3616;10058
27/10/2020;00:30:00;113063;10144;13941;8436;2445;10028
27/10/2020;01:00:00;108560;10924;11691;7854;2045;10121
27/10/2020;01:30:00;103952;11918;11749;6580;1831;9788
27/10/2020;02:00:00;101146;12728;12810;6955;2490;9042
27/10/2020;02:30:00;101997;13889;13523;7134;2592;3442
27/10/2020;03:00:00;99479;12612;13133;7341;2028;3382
27/10/2020;03:30:00;93346;12656;13189;7569;2008;3298
27/10/2020;04:00:00;92685;13282;13563;7598;2550;3445
27/10/2020;04:30:00;90335;8294;13129;7654;1261;3897
